dataset,hardness_metric,random_seed,weighting_strategy,Overall_similarity,ks_mean,ks_std,ks_pvalue
Hepatitis,MV,116740,curriculum,0.5683361629881155,0.4316638370118845,0.23080956531534,0.1052710840672843
Hepatitis,MV,116740,static,0.5397252090800478,0.4602747909199522,0.2636823734392206,0.1111286453489717
Hepatitis,MV,116740,self_paced,0.6067801672640383,0.3932198327359618,0.255757756982724,0.1186606333779349
Hepatitis,MV,26226,curriculum,0.5657108721624851,0.4342891278375149,0.2562899808214478,0.1117211982067405
Hepatitis,MV,26226,static,0.583183990442055,0.416816009557945,0.253811264399172,0.1267511806118723
Hepatitis,MV,26226,self_paced,0.5821385902031062,0.4178614097968937,0.2448503915647619,0.1111348591191618
Hepatitis,CB,670488,curriculum,0.5853140916808149,0.414685908319185,0.248030258175615,0.1053753711318851
Hepatitis,CB,670488,static,0.5892756083757781,0.4107243916242218,0.2430202352074751,0.1052893636379357
Hepatitis,CB,670488,self_paced,0.5887096774193548,0.4112903225806452,0.2407298767120836,0.1061842378722986
Hepatitis,CB,116740,curriculum,0.5536140979689367,0.4463859020310633,0.2440049421884692,0.1111125899418137
Hepatitis,CB,116740,static,0.5790023894862605,0.4209976105137395,0.22402354620656,0.1111128764750072
Hepatitis,CB,116740,self_paced,0.5787037037037037,0.4212962962962962,0.2651342775588498,0.1112686020666217
Hepatitis,CB,26226,curriculum,0.5610812425328553,0.4389187574671445,0.2544389599242048,0.1111184826446011
Hepatitis,CB,26226,static,0.5522071307300509,0.447792869269949,0.2476918719862774,0.1052660913177826
Hepatitis,CB,26226,self_paced,0.5724313022700119,0.427568697729988,0.2466412657106953,0.1111348591066656
Hepatitis,N1,670488,curriculum,0.5911148839841539,0.4088851160158461,0.2859374208042359,0.1070974802156992
Hepatitis,N1,670488,static,0.6011601584606678,0.3988398415393322,0.2395074200258955,0.1060026275021742
Hypothyroid,DCP,26226,self_paced,0.6140060127115934,0.3859939872884066,0.3462068951071084,0.1052631578947368
Hepatitis,N1,670488,self_paced,0.6013016411997736,0.3986983588002263,0.238115239750521,0.1052764757174672
Hepatitis,N1,116740,curriculum,0.5807945041816011,0.419205495818399,0.2446884264137737,0.1111366230606545
Hepatitis,N1,116740,static,0.5654121863799284,0.4345878136200717,0.2431223377524046,0.1111222108729199
Hepatitis,N1,116740,self_paced,0.5689964157706092,0.4310035842293906,0.243773714802208,0.1111136920444135
Hepatitis,N1,26226,curriculum,0.5766836445953594,0.4233163554046406,0.247332385807204,0.1052695668531298
Hepatitis,N1,26226,static,0.5715902659875495,0.4284097340124505,0.2472121710063096,0.1054008239093017
Hepatitis,N1,26226,self_paced,0.5949349179400113,0.4050650820599886,0.2280423511431318,0.1052663414287471
Hepatitis,N2,670488,curriculum,0.568619128466327,0.4313808715336728,0.2451375356176825,0.1052660068583468
Hepatitis,N2,670488,static,0.6080928126768533,0.3919071873231465,0.2312314523285128,0.1061795010226449
Hepatitis,N2,670488,self_paced,0.5926711941143181,0.4073288058856819,0.2547498770933857,0.1579035833172887
Hepatitis,N2,116740,curriculum,0.6006571087216249,0.3993428912783752,0.2533311524838758,0.1112006718626892
Hepatitis,N2,116740,static,0.5840800477897253,0.4159199522102748,0.239599109004135,0.1111287394304674
Hepatitis,N2,116740,self_paced,0.5574970131421746,0.4425029868578256,0.2266035649198335,0.1111114015778729
Hepatitis,N2,26226,curriculum,0.5810931899641578,0.4189068100358423,0.2472813893532711,0.1112123948839396
Hepatitis,N2,26226,static,0.5730286738351253,0.4269713261648745,0.2480189782274269,0.1111210543072795
Hepatitis,N2,26226,self_paced,0.5714487832484437,0.4285512167515563,0.2337909688086679,0.1052857430878181
Hepatitis,LSC,670488,curriculum,0.6059705715902659,0.394029428409734,0.2572871293564784,0.1583518054321078
Hepatitis,LSC,670488,static,0.6078098471986417,0.3921901528013582,0.2477296099932558,0.1100230697381784
Hypothyroid,TD_P,670488,curriculum,0.7451750024713757,0.2548249975286243,0.279505895791175,0.1578947368421067
Hepatitis,LSC,670488,self_paced,0.5913978494623656,0.4086021505376344,0.2508679276547741,0.1070362497978385
Hepatitis,LSC,116740,curriculum,0.5828853046594982,0.4171146953405017,0.2448504371095065,0.112331512755233
Hepatitis,LSC,116740,static,0.5778076463560334,0.4221923536439665,0.2489773540267595,0.1112448549785641
Hepatitis,LSC,116740,self_paced,0.5997610513739545,0.4002389486260453,0.2214093862245119,0.1111118541639419
Hepatitis,LSC,26226,curriculum,0.5704584040747027,0.4295415959252971,0.2458211189424027,0.1053039457562491
Hepatitis,LSC,26226,static,0.5888511601584606,0.4111488398415394,0.216756266193485,0.1052797304375961
Hepatitis,LSC,26226,self_paced,0.5626768534238823,0.4373231465761177,0.236901429304674,0.1052643531223946
Hepatitis,LSR,670488,curriculum,0.6011601584606678,0.3988398415393321,0.2612098608449796,0.1053721813480349
Hepatitis,LSR,670488,static,0.6211092246745896,0.3788907753254102,0.2727589802107613,0.1579509196713959
Hepatitis,LSR,670488,self_paced,0.5872948500282965,0.4127051499717034,0.2627561879142153,0.157911367582228
Hepatitis,LSR,116740,curriculum,0.5999103942652331,0.400089605734767,0.2324042673660158,0.1111441950875648
Hepatitis,LSR,116740,static,0.5800792303338994,0.4199207696661007,0.2390581890301352,0.1053628463383584
Hepatitis,LSR,116740,self_paced,0.5554062126642771,0.4445937873357228,0.2646680067461623,0.1112357217557209
Hepatitis,LSR,26226,curriculum,0.5823429541595925,0.4176570458404074,0.241770695508364,0.105279788653453
Hepatitis,LSR,26226,static,0.6054360812425329,0.3945639187574671,0.235548160709101,0.1111466677775227
Hepatitis,LSR,26226,self_paced,0.5747028862478776,0.4252971137521222,0.2398031843610153,0.105427157938043
Hepatitis,Harmfulness,670488,curriculum,0.6344086021505375,0.3655913978494624,0.2348325372174635,0.1053632004540157
Hepatitis,Harmfulness,670488,static,0.5929541595925297,0.4070458404074702,0.2483481948393976,0.1053043466680816
Hypothyroid,TD_P,670488,static,0.6481749617663649,0.3518250382336352,0.342170871488803,0.1052631578947368
Hepatitis,Harmfulness,670488,self_paced,0.597623089983022,0.4023769100169779,0.2385301636528202,0.1053601130035601
Hepatitis,Harmfulness,116740,curriculum,0.5812425328554361,0.4187574671445639,0.2466902276629148,0.111187607779822
Hepatitis,Harmfulness,116740,static,0.5785543608124254,0.4214456391875746,0.244176129616325,0.1111179672189512
Hepatitis,Harmfulness,116740,self_paced,0.5815412186379928,0.4184587813620072,0.2505742303585354,0.1114339987963805
Hepatitis,Harmfulness,26226,curriculum,0.5631013016411996,0.4368986983588002,0.2479988618125707,0.1052643357218843
Hepatitis,Harmfulness,26226,static,0.5764006791171477,0.4235993208828523,0.2350127528282409,0.1052632166262255
Hepatitis,Harmfulness,26226,self_paced,0.5690435766836446,0.4309564233163553,0.2464106212156324,0.1052935338531697
Hepatitis,F1,670488,curriculum,0.605970571590266,0.394029428409734,0.2824288913488961,0.1201710926818456
Hepatitis,F1,670488,static,0.6034238822863611,0.3965761177136389,0.2640859368534238,0.105674095341791
Hepatitis,F1,670488,self_paced,0.5861629881154499,0.4138370118845501,0.2734358096354975,0.1055764294550627
Hepatitis,F1,116740,curriculum,0.58363201911589,0.4163679808841098,0.2594900530302332,0.1113584152664001
Hepatitis,F1,116740,static,0.5945340501792115,0.4054659498207885,0.2521143775036392,0.1120863459101631
Hepatitis,F1,116740,self_paced,0.5742234169653524,0.4257765830346475,0.2670974543053932,0.1126251436696991
Hepatitis,F1,26226,curriculum,0.5881123058542413,0.4118876941457586,0.2549791849069961,0.1112195361575782
Hepatitis,F1,26226,static,0.5854555744199207,0.4145444255800791,0.2363397059176129,0.1053176274556634
Hepatitis,F1,26226,self_paced,0.5679510155316607,0.4320489844683393,0.2465734353141285,0.1111541654999705
Hepatitis,F2,670488,curriculum,0.6187040181097906,0.3812959818902093,0.2565631778192221,0.1591643103117841
Hypothyroid,TD_P,670488,self_paced,0.7059062970651687,0.2940937029348313,0.3193473645553425,0.1578947368421052
Hepatitis,F2,670488,static,0.5561686474250142,0.4438313525749859,0.2551787797097644,0.1053587403138258
Hepatitis,F2,670488,self_paced,0.6179966044142614,0.3820033955857385,0.2442290434852812,0.1054848210411116
Hepatitis,F2,116740,curriculum,0.5499434069043577,0.4500565930956423,0.2563749216317679,0.1059937963176602
Hepatitis,F2,116740,static,0.5212224108658744,0.4787775891341256,0.238282640126091,0.1052631600736452
Hepatitis,F2,116740,self_paced,0.5669213355970573,0.4330786644029428,0.2469623258383056,0.1052887628298422
Hepatitis,F2,26226,curriculum,0.5806451612903226,0.4193548387096774,0.243285758055122,0.1111431746710828
Hepatitis,F2,26226,static,0.5437181663837012,0.4562818336162988,0.2476650397561145,0.1052633637930858
Hepatitis,F2,26226,self_paced,0.5805036785512167,0.4194963214487832,0.2392043444057219,0.1053085631272447
Hepatitis,F3,670488,curriculum,0.6062535370684776,0.3937464629315223,0.2354946085861907,0.1053166073706418
Hepatitis,F3,670488,static,0.5850311262026032,0.4149688737973966,0.2596003547887521,0.1578955738678898
Hepatitis,F3,670488,self_paced,0.5932371250707412,0.4067628749292586,0.2629264763114765,0.1064113297628951
Hepatitis,F3,116740,curriculum,0.5854241338112306,0.4145758661887694,0.2495588976657558,0.1112848299686211
Hepatitis,F3,116740,static,0.5462648556876061,0.4537351443123938,0.2411743339418382,0.1052640083076031
Hepatitis,F3,116740,self_paced,0.5925925925925926,0.4074074074074074,0.2506066274494193,0.1116019339352605
Hepatitis,F3,26226,curriculum,0.5721561969439728,0.4278438030560271,0.239057686623924,0.1052679037907296
Hepatitis,F3,26226,static,0.566213921901528,0.4337860780984721,0.2397359782579257,0.1052935340584979
Hepatitis,F3,26226,self_paced,0.608273596176822,0.391726403823178,0.2281162190221161,0.1111144715081225
Hepatitis,F4,670488,curriculum,0.6110639501980757,0.3889360498019241,0.2409794552213883,0.1060010051512268
Hypothyroid,TD_P,116740,curriculum,0.6717140880042334,0.3282859119957667,0.3068610236582412,0.1052631578962918
Hepatitis,F4,670488,static,0.5888511601584607,0.4111488398415392,0.239642776881689,0.1061944017729469
Hepatitis,F4,670488,self_paced,0.5928126768534238,0.4071873231465761,0.237504811599145,0.1079160750176578
Hepatitis,F4,116740,curriculum,0.5560271646859084,0.4439728353140917,0.2561418294707069,0.1052786653634636
Hepatitis,F4,116740,static,0.5513582342954161,0.4486417657045841,0.2814219360933338,0.1071879214516993
Hepatitis,F4,116740,self_paced,0.5507923033389927,0.4492076966610073,0.2796486420161086,0.1053110724113881
Hepatitis,F4,26226,curriculum,0.5752688172043011,0.4247311827956989,0.2439827754418294,0.1111204482808997
Hepatitis,F4,26226,static,0.581989247311828,0.418010752688172,0.2425441202632565,0.1113360508457578
Hepatitis,F4,26226,self_paced,0.5659309564233164,0.4340690435766837,0.266865251064694,0.1054294719660505
Hypothyroid,TD_P,116740,static,0.5425687187807103,0.4574312812192895,0.3667974086560805,0.1052631578947368
Hypothyroid,TD_P,116740,self_paced,0.6204955544313219,0.3795044455686781,0.3553504663917574,0.1052631578947368
Hypothyroid,TD_P,26226,curriculum,0.6676494019270914,0.3323505980729084,0.3240063498759473,0.1052631578949398
Hypothyroid,TD_P,26226,static,0.5672185103129053,0.4327814896870947,0.3491170853231646,0.1052631578947368
Hypothyroid,TD_P,26226,self_paced,0.7115642935645378,0.2884357064354622,0.2916714952054851,0.1052631578954031
Hypothyroid,TD_U,670488,curriculum,0.6312591222836673,0.3687408777163326,0.3414568768200299,0.1052631578947368
Hypothyroid,TD_U,670488,static,0.6881414673574889,0.3118585326425111,0.3579309009973102,0.1578949120646258
Hypothyroid,TD_U,670488,self_paced,0.7025626711791079,0.2974373288208922,0.3127343785740023,0.1578947368421052
Hypothyroid,TD_U,116740,curriculum,0.6191697340799796,0.3808302659200204,0.3643503245007598,0.1052631578947368
Hypothyroid,TD_U,116740,static,0.6135349975867744,0.3864650024132256,0.3668241616836999,0.1052631578947368
Hypothyroid,TD_U,116740,self_paced,0.6307125121388157,0.3692874878611842,0.3384618991934159,0.1052631578947368
Hypothyroid,TD_U,26226,curriculum,0.5878036157679581,0.4121963842320419,0.3472563324597691,0.1052631578947368
Hypothyroid,TD_U,26226,static,0.6035157499316737,0.3964842500683262,0.3627727729009704,0.1052631578947368
Hypothyroid,TD_U,26226,self_paced,0.6665736266420111,0.3334263733579889,0.3031586188685342,0.1052631578947368
Hypothyroid,CL,670488,curriculum,0.692595758537876,0.307404241462124,0.3464007915184918,0.1578947368421052
Hypothyroid,CL,670488,static,0.6220481598427623,0.3779518401572376,0.3650397968872687,0.1578947368421052
Hypothyroid,CL,670488,self_paced,0.7076217225197565,0.2923782774802436,0.3130971665804546,0.1578947368421052
Hypothyroid,CL,116740,curriculum,0.6233507201879408,0.3766492798120591,0.3563147278500087,0.1052631578947368
Hypothyroid,CL,116740,static,0.6141920927609047,0.3858079072390954,0.3643621255488012,0.1052631578947368
Hypothyroid,CL,116740,self_paced,0.6128313824003163,0.3871686175996837,0.3514313657039773,0.1052631578947368
Hypothyroid,CL,26226,curriculum,0.620478109426699,0.379521890573301,0.3669906203463048,0.1052633620812969
Hypothyroid,CL,26226,static,0.6150992330012968,0.3849007669987033,0.3610831765420303,0.1052631578947368
Hypothyroid,CL,26226,self_paced,0.61291279242189,0.38708720757811,0.3477256824050206,0.1052631578947368
Hypothyroid,CLD,670488,curriculum,0.7039117515366141,0.2960882484633858,0.3367784156994545,0.15789668961966
Hypothyroid,CLD,670488,static,0.6048183102768523,0.3951816897231477,0.3832407831882385,0.1578947368421052
Hypothyroid,CLD,670488,self_paced,0.7020916560542889,0.2979083439457111,0.3238991870417207,0.1578947368421052
Hypothyroid,CLD,116740,curriculum,0.552617041443516,0.4473829585564839,0.3640981317769161,0.1052631578947368
Hypothyroid,CLD,116740,static,0.617890433740965,0.3821095662590351,0.3653586563363954,0.1052631578947368
Hypothyroid,CLD,116740,self_paced,0.683390611098512,0.316609388901488,0.2987509776907855,0.1052631578947368
Hypothyroid,CLD,26226,curriculum,0.5613511737580611,0.4386488262419389,0.3573874139964271,0.1052631578947368
Hypothyroid,CLD,26226,static,0.618117218801063,0.381882781198937,0.362625280595077,0.1052631578947368
Hypothyroid,CLD,26226,self_paced,0.5829306444766208,0.4170693555233792,0.3571623344289019,0.1052631578947368
Hypothyroid,MV,670488,curriculum,0.6952997342544297,0.3047002657455704,0.2879241408529115,0.1052631578947372
Hypothyroid,MV,670488,static,0.6387895492792307,0.3612104507207694,0.3513871841449084,0.1052631578947368
Hypothyroid,MV,670488,self_paced,0.7964691310643197,0.2035308689356802,0.2017680855222525,0.1578947368421052
Hypothyroid,MV,116740,curriculum,0.6182393338334236,0.3817606661665765,0.3562626930758195,0.1052631578947368
Hypothyroid,MV,116740,static,0.6341840680587779,0.365815931941222,0.3240381700233278,0.1052631578947368
Hypothyroid,MV,116740,self_paced,0.6241473753990544,0.3758526246009455,0.3511197785637409,0.1052632471665644
Hypothyroid,MV,26226,curriculum,0.6124882973093988,0.3875117026906012,0.3663285025372387,0.1052631578947368
Hypothyroid,MV,26226,static,0.6174775686315558,0.3825224313684443,0.3669666183907541,0.1052633620812969
Hypothyroid,MV,26226,self_paced,0.6349807232698916,0.3650192767301083,0.3141368360784567,0.1052631578947368
Hypothyroid,CB,670488,curriculum,0.7659112979664939,0.234088702033506,0.2595809466024623,0.1578947368421053
Hypothyroid,CB,670488,static,0.61744267862231,0.3825573213776901,0.3934411163161158,0.1052631578947368
Hypothyroid,CB,670488,self_paced,0.7877989637667253,0.2122010362332746,0.2510031950969106,0.1578947374122125
Hypothyroid,CB,116740,curriculum,0.6175706086562113,0.3824293913437887,0.3299963309778351,0.1052631578947368
Hypothyroid,CB,116740,static,0.6536875832272097,0.3463124167727904,0.3276375951456254,0.1052631579737803
Hypothyroid,CB,116740,self_paced,0.6523036128604573,0.3476963871395425,0.320908735878796,0.1052633620812969
Hypothyroid,CB,26226,curriculum,0.6359983485395624,0.3640016514604376,0.3234272203755721,0.1052631578947368
Hypothyroid,CB,26226,static,0.5829946094935715,0.4170053905064285,0.3573258351766145,0.1052631578947368
Hypothyroid,CB,26226,self_paced,0.6183323738580789,0.3816676261419209,0.3516891752544155,0.1052631578947368
Hypothyroid,N1,670488,curriculum,0.7194203606463956,0.2805796393536044,0.3195779250608351,0.1578969794233318
Hypothyroid,N1,670488,static,0.6605260250393966,0.3394739749606034,0.3177480278279954,0.1578947368421052
Hypothyroid,N1,670488,self_paced,0.7036326314626473,0.2963673685373527,0.3237301167940427,0.1578947382535542
Hypothyroid,N1,116740,curriculum,0.6179136937471289,0.3820863062528711,0.3453958500198915,0.1052631578947368
Hypothyroid,N1,116740,static,0.5495641656345039,0.4504358343654961,0.3621132206491982,0.1052631578947368
Hypothyroid,N1,116740,self_paced,0.6319743674732073,0.3680256325267926,0.3492318095055117,0.1052928035413289
Hypothyroid,N1,26226,curriculum,0.5937523623443761,0.406247637655624,0.3416576836016767,0.1052631578947368
Hypothyroid,N1,26226,static,0.5446214143246747,0.4553785856753252,0.3640549335958855,0.1052631578947368
Hypothyroid,N1,26226,self_paced,0.627089766178788,0.3729102338212119,0.3398652728433345,0.1052631578947368
Hypothyroid,N2,670488,curriculum,0.7552175101326402,0.2447824898673598,0.281332643816733,0.1578947405715729
Hypothyroid,N2,670488,static,0.6722548831475441,0.3277451168524559,0.3322124161059858,0.1578947368421052
Hypothyroid,N2,670488,self_paced,0.6996493554070792,0.3003506445929207,0.317835109474699,0.1052631578947368
Hypothyroid,N2,116740,curriculum,0.6874494821741128,0.3125505178258872,0.3190829791919268,0.1052631579347691
Vertebral,Baseline,670488,static,0.7885540464063384,0.2114459535936615,0.2277623392764557,0.3677496500368319
Vertebral,Baseline,116740,static,0.7845925297113753,0.2154074702886247,0.2295789056517504,0.3697550581938071
Vertebral,Baseline,26226,static,0.7993774759479343,0.2006225240520656,0.2274606428554811,0.3984606576230668
Hypothyroid,N2,116740,static,0.6846931714436904,0.3153068285563096,0.3021954043705837,0.1052631578947368
Hypothyroid,N2,116740,self_paced,0.6777267995976018,0.3222732004023981,0.3182335568880228,0.1052706450019305
ILPD,Baseline,670488,static,0.6206234470295912,0.3793765529704088,0.2611410735878327,0.105263343839707
ILPD,Baseline,116740,static,0.6557864618628115,0.3442135381371884,0.2401083352028598,0.1056760546238544
ILPD,Baseline,26226,static,0.6370378736540924,0.3629621263459077,0.2865409300235275,0.1055534736503895
Vertebral,kDN,670488,curriculum,0.7401669496321449,0.2598330503678551,0.2127118758008222,0.2129378307869696
Vertebral,kDN,670488,static,0.7182371250707413,0.2817628749292586,0.2354452388628313,0.2398214808358527
Vertebral,kDN,670488,self_paced,0.7633701188455009,0.2366298811544991,0.2417733035316811,0.3602020045989172
Vertebral,kDN,116740,curriculum,0.7006225240520657,0.2993774759479343,0.264053303505344,0.2174514270947394
Vertebral,kDN,116740,static,0.7570033955857385,0.2429966044142614,0.2057108426922582,0.1587572621279808
Vertebral,kDN,116740,self_paced,0.7794284097340124,0.2205715902659875,0.2344584787324763,0.369252516355675
Hypothyroid,N2,26226,curriculum,0.6929795486395803,0.3070204513604196,0.315625729718909,0.105263158794261
Vertebral,kDN,26226,curriculum,0.6889501980758348,0.3110498019241652,0.2331430347122968,0.1620716692908415
Vertebral,kDN,26226,static,0.7289190718732316,0.2710809281267684,0.2178903774089084,0.1677325091009789
Vertebral,kDN,26226,self_paced,0.779003961516695,0.220996038483305,0.2393896725611741,0.3805216192541734
Vertebral,DS,670488,curriculum,0.7619552914544426,0.2380447085455574,0.2356513839376476,0.3597381149153267
Vertebral,DS,670488,static,0.7673316355404641,0.2326683644595359,0.2418002100664401,0.3598578158895876
Vertebral,DS,670488,self_paced,0.7931522354272779,0.2068477645727221,0.2331673314675801,0.3617736605860479
Vertebral,DS,116740,curriculum,0.7709394453876627,0.2290605546123372,0.2519881858832152,0.3687696480855178
Vertebral,DS,116740,static,0.7736276174306735,0.2263723825693265,0.2155710193979886,0.3685183840096872
Vertebral,DS,116740,self_paced,0.703664402942841,0.296335597057159,0.2516117273824809,0.2118610371142856
Vertebral,DS,26226,curriculum,0.7810554612337295,0.2189445387662705,0.2175125142161725,0.3716904581213162
Vertebral,DS,26226,static,0.7857243916242218,0.2142756083757781,0.2307012181635045,0.3676386820924249
Vertebral,DS,26226,self_paced,0.8169920769666101,0.1830079230333899,0.2303431762779586,0.3699993025678875
Hypothyroid,N2,26226,static,0.5886758659991046,0.4113241340008955,0.3495452694961325,0.1052631578947368
Vertebral,DCP,670488,curriculum,0.6983588002263724,0.3016411997736276,0.2636271458109972,0.2042013689469917
Vertebral,DCP,670488,static,0.7509903791737408,0.2490096208262592,0.23834378924062,0.359857729966927
Vertebral,DCP,670488,self_paced,0.7911007357102433,0.2088992642897566,0.233592029902373,0.3599843210170453
Vertebral,DCP,116740,curriculum,0.7012591963780419,0.2987408036219581,0.2689147538430102,0.1953747503697037
Vertebral,DCP,116740,static,0.7296972269383135,0.2703027730616864,0.2574510247003282,0.3685643073866579
Vertebral,DCP,116740,self_paced,0.7768817204301076,0.2231182795698924,0.2483875255093965,0.3727527729414617
ILPD,kDN,670488,curriculum,0.567427151569912,0.432572848430088,0.2693500467462749,0.1052631578947374
Vertebral,DCP,26226,curriculum,0.6501131861912847,0.3498868138087153,0.274967162645017,0.1493016713828632
Vertebral,DCP,26226,static,0.7398839841539333,0.2601160158460667,0.2536415207530921,0.3675034759352836
ILPD,kDN,670488,static,0.5640012047285596,0.4359987952714404,0.2775817766745675,0.1052631578947729
Vertebral,DCP,26226,self_paced,0.809634974533107,0.190365025466893,0.2167787752521106,0.3860665264673516
ILPD,kDN,670488,self_paced,0.5853098411264211,0.4146901588735788,0.2646875979701607,0.1052631578947372
Vertebral,TD_P,670488,curriculum,0.6512450481041313,0.3487549518958687,0.2690648153686518,0.1584025626645945
ILPD,kDN,116740,curriculum,0.5617046909118288,0.4382953090881711,0.2475432983393201,0.1052922243446052
Vertebral,TD_P,670488,static,0.7297679683078663,0.2702320316921335,0.264776318408256,0.3597128324805947
Vertebral,TD_P,670488,self_paced,0.7951329937747594,0.2048670062252405,0.2320704241142125,0.3606637116409203
Hypothyroid,N2,26226,self_paced,0.6269560211433457,0.3730439788566544,0.3542344186851266,0.1052631579096017
ILPD,kDN,116740,static,0.5627211806339885,0.4372788193660116,0.2419128245465865,0.1052631579132351
Vertebral,TD_P,116740,curriculum,0.6876061120543294,0.3123938879456706,0.2638841784446903,0.1415338722723949
ILPD,kDN,116740,self_paced,0.6056396355696108,0.3943603644303892,0.2392132806336768,0.1052649000630089
Vertebral,TD_P,116740,static,0.7313242784380305,0.2686757215619694,0.2571931083230097,0.3685940520858239
Vertebral,TD_P,116740,self_paced,0.8208828522920203,0.1791171477079796,0.2130771151930706,0.3739299529552625
ILPD,kDN,26226,curriculum,0.564038852496047,0.435961147503953,0.2559351998331813,0.105263157894757
Vertebral,TD_P,26226,curriculum,0.7034521788341821,0.2965478211658178,0.2532325239863634,0.1644537628699906
ILPD,kDN,26226,static,0.5649800466832317,0.4350199533167683,0.2523165229676009,0.1052631578947368
Vertebral,TD_P,26226,static,0.7546689303904923,0.2453310696095076,0.2307939539708284,0.3675476170071209
ILPD,kDN,26226,self_paced,0.5965665236051502,0.4034334763948498,0.2484244528477528,0.1052631579777072
Vertebral,TD_P,26226,self_paced,0.8000141482739105,0.1999858517260894,0.227735839782209,0.3743703227021047
Vertebral,TD_U,670488,curriculum,0.652306168647425,0.347693831352575,0.2434962127275845,0.1471885414934751
ILPD,DS,670488,curriculum,0.5867404562909421,0.413259543709058,0.2644283351998538,0.1052631580007472
Vertebral,TD_U,670488,static,0.7287775891341257,0.2712224108658743,0.2567174963414889,0.3597820618893423
ILPD,DS,670488,static,0.5967924102100746,0.4032075897899254,0.2512192787393924,0.1052631578947368
Vertebral,TD_U,670488,self_paced,0.836941143180532,0.163058856819468,0.1715172027355032,0.3619937716486046
ILPD,DS,670488,self_paced,0.5676906859423236,0.4323093140576763,0.2681553674629939,0.1052631578965021
Vertebral,TD_U,116740,curriculum,0.7507074136955291,0.2492925863044708,0.2033468020014895,0.1716258319069355
Vertebral,TD_U,116740,static,0.7419354838709677,0.2580645161290322,0.2388065606888141,0.3687204170376182
ILPD,DS,116740,curriculum,0.61847752428281,0.3815224757171899,0.2546890697801279,0.1052631601414336
Vertebral,TD_U,116740,self_paced,0.8156479909451048,0.1843520090548953,0.1845254962328172,0.382025488409016
Hypothyroid,LSC,670488,curriculum,0.7877233687466927,0.2122766312533072,0.2561727443156606,0.1703253416424013
ILPD,DS,116740,static,0.6172351479557262,0.3827648520442737,0.2559452510012849,0.1052631583421006
Vertebral,TD_U,26226,curriculum,0.6462931522354273,0.3537068477645727,0.2474698933088604,0.1155952113362031
Vertebral,TD_U,26226,static,0.7560837577815507,0.2439162422184493,0.2364410881696103,0.3675476170071425
ILPD,DS,116740,self_paced,0.6148633386040208,0.3851366613959792,0.2352813546915584,0.1052631580781321
Vertebral,TD_U,26226,self_paced,0.8288766270514997,0.1711233729485003,0.187028649150016,0.3886403105162158
ILPD,DS,26226,curriculum,0.6194563662374821,0.3805436337625179,0.2347154464640363,0.105263157894737
Vertebral,CL,670488,curriculum,0.6926287492925862,0.3073712507074136,0.2532208247050912,0.1932349807022765
ILPD,DS,26226,static,0.6291694902492283,0.3708305097507717,0.2432377185671624,0.105263157894856
Vertebral,CL,670488,static,0.7090407470288626,0.2909592529711375,0.263536621002062,0.2116941165245659
Vertebral,CL,670488,self_paced,0.7626627051499717,0.2373372948500283,0.2371477778026174,0.3601100979833831
ILPD,DS,26226,self_paced,0.5914464272268655,0.4085535727731345,0.2496054252750509,0.105263157894743
Vertebral,CL,116740,curriculum,0.7175297113752123,0.2824702886247877,0.2466944784057542,0.2160402796796049
ILPD,DCP,670488,curriculum,0.5743166930201039,0.4256833069798961,0.2760527268211065,0.1052631740155645
Vertebral,CL,116740,static,0.7031692133559705,0.2968307866440294,0.2322006550398538,0.2152817216959722
ILPD,DCP,670488,static,0.5735260899028688,0.4264739100971312,0.2774408948487005,0.105263157894816
Vertebral,CL,116740,self_paced,0.7406621392190152,0.2593378607809847,0.2545235940067517,0.368594052085779
Vertebral,CL,26226,curriculum,0.7529003961516696,0.2470996038483305,0.2344026568625059,0.2123494002561136
ILPD,DCP,670488,self_paced,0.5646412167758452,0.4353587832241549,0.296943777489161,0.1052631579681453
Vertebral,CL,26226,static,0.7018958687040181,0.2981041312959819,0.2631145906097666,0.2342928504490923
ILPD,DCP,116740,curriculum,0.5757473081846246,0.4242526918153753,0.2518873844404414,0.1052631578986511
Hypothyroid,LSC,670488,static,0.7826003523890935,0.2173996476109066,0.2483365374899625,0.1578947368421052
Vertebral,CL,26226,self_paced,0.763087153367289,0.2369128466327107,0.2565797762913186,0.3682221512112951
Vertebral,CLD,670488,curriculum,0.6801075268817204,0.3198924731182795,0.2640004220967493,0.2174401494290548
ILPD,DCP,116740,static,0.5627964761689632,0.4372035238310368,0.2491395905792937,0.1053452297159966
Vertebral,CLD,670488,static,0.8008630447085455,0.1991369552914544,0.216384563367415,0.3686728530606166
ILPD,DCP,116740,self_paced,0.6248023492206911,0.3751976507793088,0.2537487345393934,0.1052631578947639
Vertebral,CLD,670488,self_paced,0.771434634974533,0.2285653650254669,0.2359669338175951,0.3601896622101805
ILPD,DCP,26226,curriculum,0.5620811685867028,0.4379188314132971,0.260052438311781,0.1052631579595806
Vertebral,CLD,116740,curriculum,0.6985002829654782,0.3014997170345218,0.2513730439148562,0.2119147005807484
Vertebral,CLD,116740,static,0.682937181663837,0.317062818336163,0.2418226229937427,0.1610849279762326
ILPD,DCP,26226,static,0.565092989985694,0.4349070100143061,0.2566162967083097,0.1052631582479338
