dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference,calculated_difference,difference_score
NewThyroid1,TD_P,670488,static,0.633474624019054,0.2716527388135751,0.3685265105109453,0.0,0.0067806230579488,0.0968737716973702,0.09687377169737021,0.09687377169737021
NewThyroid1,TD_P,670488,self_paced,0.7403629015840626,0.2716527388135751,0.2803124102928424,0.0,0.0021129442034218,0.0086596714792672,0.008659671479267272,0.008659671479267272
NewThyroid1,TD_P,116740,curriculum,0.7397061863618675,0.2649218618323297,0.2971809038729462,0.0002491567234624,0.0075807430268549,0.0322590420406164,0.032259042040616526,0.032259042040616526
NewThyroid1,TD_P,116740,static,0.6959535149049946,0.2649218618323297,0.2976921195845681,0.0002491567234624,0.0025339261027457,0.0327702577522384,0.03277025775223841,0.03277025775223841
NewThyroid1,TD_P,116740,self_paced,0.7321098328992041,0.2649218618323297,0.2832615124579904,0.0002491567234624,0.0140389008138913,0.0183396506256606,0.01833965062566073,0.01833965062566073
NewThyroid1,TD_P,26226,curriculum,0.5848632736236241,0.2750007310357165,0.3985327086631098,0.0005430244893383,0.0032084414606432,0.1235319776273933,0.12353197762739332,0.12353197762739332
NewThyroid1,TD_P,26226,static,0.5705963932603478,0.2750007310357165,0.4044896186561376,0.0005430244893383,0.0049181781191682,0.1294888876204211,0.1294888876204211,0.1294888876204211
NewThyroid1,TD_P,26226,self_paced,0.8403459131400282,0.2750007310357165,0.2803642139682266,0.0005430244893383,0.0071652939891324,0.0053634829325101,0.0053634829325101,0.0053634829325101
NewThyroid1,TD_U,670488,curriculum,0.5697783025985022,0.2716527388135751,0.368454714144122,0.0,0.0123313900343743,0.0968019753305469,0.09680197533054691,0.09680197533054691
NewThyroid1,TD_U,670488,static,0.5568490244978875,0.2716527388135751,0.3957955135236524,0.0,0.0030594875105997,0.1241427747100772,0.12414277471007729,0.12414277471007729
NewThyroid1,TD_U,670488,self_paced,0.7456855733459904,0.2716527388135751,0.2986770440390612,0.0,0.0013216476042896,0.0270243052254861,0.0270243052254861,0.0270243052254861
NewThyroid1,TD_U,116740,curriculum,0.7556699301253249,0.2649218618323297,0.2847953192365107,0.0002491567234624,0.0012707233189406,0.019873457404181,0.019873457404181005,0.019873457404181005
NewThyroid1,TD_U,116740,static,0.7281660630749194,0.2649218618323297,0.2933914282254763,0.0002491567234624,0.0055720855780334,0.0284695663931465,0.028469566393146628,0.028469566393146628
NewThyroid1,TD_U,116740,self_paced,0.7854927674235793,0.2649218618323297,0.2805048014612718,0.0002491567234624,0.0119062400948922,0.015582939628942,0.015582939628942138,0.015582939628942138
NewThyroid1,TD_U,26226,curriculum,0.6305466204441316,0.2750007310357165,0.3556846889747673,0.0005430244893383,0.0095771880782232,0.0806839579390508,0.08068395793905081,0.08068395793905081
Hypothyroid,F1,116740,self_paced,0.7579773416237461,0.3954090326277897,0.3440605263962752,4.9205967656114654e-05,0.0003583322230881,0.0513485062315144,0.05134850623151449,0.05134850623151449
NewThyroid1,TD_U,26226,static,0.6060365890401417,0.2750007310357165,0.3808966748200662,0.0005430244893383,0.0138520548029931,0.1058959437843496,0.10589594378434969,0.10589594378434969
NewThyroid1,TD_U,26226,self_paced,0.7678844347027691,0.2750007310357165,0.2886695388744792,0.0005430244893383,0.0024057764681252,0.0136688078387627,0.013668807838762731,0.013668807838762731
NewThyroid1,CL,670488,curriculum,0.774898949095062,0.2716527388135751,0.2900610637636359,0.0,0.0035337466262766,0.0184083249500607,0.018408324950060784,0.018408324950060784
NewThyroid1,CL,670488,static,0.8746346834284822,0.2716527388135751,0.2730590745213061,0.0,0.001979298358835,0.0014063357077309,0.0014063357077310212,0.0014063357077310212
NewThyroid1,CL,670488,self_paced,0.8916158992004277,0.2716527388135751,0.2736666116486807,0.0,0.0037431469412973,0.0020138728351055,0.0020138728351056234,0.0020138728351056234
NewThyroid1,CL,116740,curriculum,0.7637537045664722,0.2649218618323297,0.2757278890312691,0.0002491567234624,0.0033472535361477,0.0108060271989393,0.010806027198939416,0.010806027198939416
NewThyroid1,CL,116740,static,0.8439759903135896,0.2649218618323297,0.2584966527449729,0.0002491567234624,0.0008162357182585,0.0064252090873568,0.006425209087356776,0.006425209087356776
NewThyroid1,CL,116740,self_paced,0.842719812751536,0.2649218618323297,0.2586119293546815,0.0002491567234624,0.0017861880753905,0.0063099324776482,0.006309932477648161,0.006309932477648161
NewThyroid1,CL,26226,curriculum,0.7976869314166457,0.2750007310357165,0.2913964544477763,0.0005430244893383,0.0023031111338153,0.0163957234120598,0.016395723412059804,0.016395723412059804
NewThyroid1,CL,26226,static,0.7623012445483471,0.2750007310357165,0.2725134033371217,0.0005430244893383,0.0020785218477708,0.0024873276985947,0.0024873276985947768,0.0024873276985947768
NewThyroid1,CL,26226,self_paced,0.8046001023468883,0.2750007310357165,0.2917797515950429,0.0005430244893383,0.0050753829625515,0.0167790205593264,0.016779020559326396,0.016779020559326396
NewThyroid1,CLD,670488,curriculum,0.7286254868629058,0.2716527388135751,0.2942581329954691,0.0,0.009612146339192,0.022605394181894,0.022605394181894,0.022605394181894
NewThyroid1,CLD,670488,static,0.8585246765764428,0.2716527388135751,0.2665205024042756,0.0,0.0013662748994431,0.0051322364092994,0.005132236409299495,0.005132236409299495
NewThyroid1,CLD,670488,self_paced,0.861563095845939,0.2716527388135751,0.2661696049224455,0.0,0.002537780228873,0.0054831338911296,0.005483133891129588,0.005483133891129588
NewThyroid1,CLD,116740,curriculum,0.7672336458602231,0.2649218618323297,0.2672236872075826,0.0002491567234624,0.0072516247176341,0.0023018253752528,0.0023018253752529194,0.0023018253752529194
NewThyroid1,CLD,116740,static,0.8615970228210306,0.2649218618323297,0.2591611116264171,0.0002491567234624,0.0025805431315354,0.0057607502059126,0.0057607502059126015,0.0057607502059126015
Hypothyroid,F1,26226,curriculum,0.7955259180956993,0.400504710464352,0.3371946833656283,4.435293679571391e-05,0.0029388106756925,0.0633100270987237,0.06331002709872369,0.06331002709872369
NewThyroid1,CLD,116740,self_paced,0.7049358952669189,0.2649218618323297,0.2860115035074569,0.0002491567234624,0.0068665679007857,0.0210896416751272,0.021089641675127224,0.021089641675127224
NewThyroid1,CLD,26226,curriculum,0.784406807771499,0.2750007310357165,0.2725843877644516,0.0005430244893383,0.0014653562774856,0.0024163432712648,0.002416343271264887,0.002416343271264887
NewThyroid1,CLD,26226,static,0.7623059300208038,0.2750007310357165,0.2666034086699925,0.0005430244893383,0.0021606444546604,0.0083973223657239,0.008397322365723991,0.008397322365723991
NewThyroid1,CLD,26226,self_paced,0.8068204974390856,0.2750007310357165,0.2821687176409316,0.0005430244893383,0.0093841320244319,0.0071679866052151,0.007167986605215115,0.007167986605215115
NewThyroid1,MV,670488,curriculum,0.8651612498247293,0.2716527388135751,0.2732654182189764,0.0,0.0007915909949411,0.0016126794054012,0.0016126794054012739,0.0016126794054012739
NewThyroid1,MV,670488,static,0.8639263333822242,0.2716527388135751,0.2723790603225925,0.0,0.0006055568657653,0.0007263215090173,0.0007263215090174135,0.0007263215090174135
NewThyroid1,MV,670488,self_paced,0.6987771414190783,0.2716527388135751,0.3094586332760642,0.0,0.0175877549972308,0.0378058944624891,0.03780589446248911,0.03780589446248911
NewThyroid1,MV,116740,curriculum,0.8414543590900349,0.2649218618323297,0.2580165363437163,0.0002491567234624,0.001507055229362,0.0069053254886134,0.00690532548861339,0.00690532548861339
NewThyroid1,MV,116740,static,0.8472056096525009,0.2649218618323297,0.261638073093113,0.0002491567234624,0.0004899441602596,0.0032837887392167,0.0032837887392166976,0.0032837887392166976
NewThyroid1,MV,116740,self_paced,0.6954145295467836,0.2649218618323297,0.2935203245141767,0.0002491567234624,0.0047706666572391,0.0285984626818469,0.028598462681847014,0.028598462681847014
NewThyroid1,MV,26226,curriculum,0.7505852036192434,0.2750007310357165,0.2592943306316249,0.0005430244893383,0.0007548920562769,0.0157064004040915,0.015706400404091603,0.015706400404091603
NewThyroid1,MV,26226,static,0.76221751876882,0.2750007310357165,0.2679368815932896,0.0005430244893383,0.0014286176885674,0.0070638494424268,0.007063849442426884,0.007063849442426884
NewThyroid1,MV,26226,self_paced,0.8111928072561857,0.2750007310357165,0.2888240096158418,0.0005430244893383,0.0046736181482744,0.0138232785801253,0.013823278580125331,0.013823278580125331
NewThyroid1,CB,670488,curriculum,0.8655187966999717,0.2716527388135751,0.2703318758004001,0.0,0.0009016997216321,0.001320863013175,0.001320863013175022,0.001320863013175022
NewThyroid1,CB,670488,static,0.8679573625344733,0.2716527388135751,0.2694503046527529,0.0,0.001654888530748,0.0022024341608222,0.0022024341608222198,0.0022024341608222198
Hypothyroid,F1,26226,static,0.8383029125563941,0.400504710464352,0.3321243113611874,4.435293679571391e-05,0.0003904686438994,0.0683803991031646,0.06838039910316457,0.06838039910316457
NewThyroid1,CB,670488,self_paced,0.7488143703729354,0.2716527388135751,0.2869806333755394,0.0,0.0026149351746997,0.0153278945619642,0.015327894561964317,0.015327894561964317
NewThyroid1,CB,116740,curriculum,0.843599903018102,0.2649218618323297,0.2591942102576252,0.0002491567234624,0.0007818370890964,0.0057276515747045,0.0057276515747045065,0.0057276515747045065
NewThyroid1,CB,116740,static,0.8443001438094634,0.2649218618323297,0.2585603849183971,0.0002491567234624,0.0011406243514845,0.0063614769139325,0.006361476913932573,0.006361476913932573
NewThyroid1,CB,116740,self_paced,0.722657502988292,0.2649218618323297,0.2822453070347487,0.0002491567234624,0.0150300784019675,0.0173234452024189,0.01732344520241902,0.01732344520241902
NewThyroid1,CB,26226,curriculum,0.7566105742427832,0.2750007310357165,0.2655908087695047,0.0005430244893383,0.0015348133465727,0.0094099222662117,0.00940992226621179,0.00940992226621179
NewThyroid1,CB,26226,static,0.7455049618720452,0.2750007310357165,0.2597454994757658,0.0005430244893383,0.0010197407862594,0.0152552315599506,0.015255231559950677,0.015255231559950677
NewThyroid1,CB,26226,self_paced,0.8589954445439616,0.2750007310357165,0.2886630466098701,0.0005430244893383,0.0225101201335987,0.0136623155741536,0.013662315574153594,0.013662315574153594
NewThyroid1,N1,670488,curriculum,0.70272336707102,0.2716527388135751,0.3098316465549933,0.0,0.0048729859904643,0.0381789077414181,0.03817890774141819,0.03817890774141819
NewThyroid1,N1,670488,static,0.8582168713093069,0.2716527388135751,0.3039423001771569,0.0,0.0029067834364342,0.0322895613635817,0.0322895613635818,0.0322895613635818
NewThyroid1,N1,670488,self_paced,0.7517507499234803,0.2716527388135751,0.2800950920354131,0.0,0.0095966170782371,0.0084423532218379,0.008442353221838006,0.008442353221838006
NewThyroid1,N1,116740,curriculum,0.7215083505216945,0.2649218618323297,0.3105486260735963,0.0002491567234624,0.0021277546487709,0.0456267642412665,0.045626764241266604,0.045626764241266604
NewThyroid1,N1,116740,static,0.6685741335233217,0.2649218618323297,0.3001815327907344,0.0002491567234624,0.0022106733350273,0.0352596709584047,0.03525967095840471,0.03525967095840471
NewThyroid1,N1,116740,self_paced,0.8482998241411235,0.2649218618323297,0.262998479735909,0.0002491567234624,0.0022291018687729,0.0019233820964206,0.0019233820964206783,0.0019233820964206783
NewThyroid1,N1,26226,curriculum,0.7287095034289647,0.2750007310357165,0.3128563539333954,0.0005430244893383,0.0039340847523432,0.0378556228976789,0.03785562289767891,0.03785562289767891
NewThyroid1,N1,26226,static,0.7787077269298988,0.2750007310357165,0.2978288345738778,0.0005430244893383,0.0020736273050565,0.0228281035381613,0.022828103538161337,0.022828103538161337
NewThyroid1,N1,26226,self_paced,0.8034135145081875,0.2750007310357165,0.2773539094293575,0.0005430244893383,0.005373600237761,0.002353178393641,0.00235317839364102,0.00235317839364102
Hypothyroid,F1,26226,self_paced,0.7753602552398235,0.400504710464352,0.3405695201385115,4.435293679571391e-05,0.0005055951181131,0.0599351903258404,0.05993519032584049,0.05993519032584049
NewThyroid1,N2,670488,curriculum,0.8646878763877072,0.2716527388135751,0.2835155199423254,0.0,0.0028443382437302,0.0118627811287502,0.011862781128750277,0.011862781128750277
NewThyroid1,N2,670488,static,0.8550693962568995,0.2716527388135751,0.2825167698590915,0.0,0.0002722157884801,0.0108640310455163,0.01086403104551642,0.01086403104551642
NewThyroid1,N2,670488,self_paced,0.7062692040816468,0.2716527388135751,0.2841787733214468,0.0,0.0130423830998831,0.0125260345078717,0.012526034507871708,0.012526034507871708
NewThyroid1,N2,116740,curriculum,0.8390666778500179,0.2649218618323297,0.2641535344552492,0.0002491567234624,0.0011233023863225,0.0007683273770804,0.000768327377080491,0.000768327377080491
NewThyroid1,N2,116740,static,0.8314264440557476,0.2649218618323297,0.2719310411756125,0.0002491567234624,0.0027867182301447,0.0070091793432828,0.007009179343282823,0.007009179343282823
NewThyroid1,N2,116740,self_paced,0.8439478838778829,0.2649218618323297,0.2634317013384362,0.0002491567234624,0.0030168427074924,0.0014901604938934,0.0014901604938934998,0.0014901604938934998
NewThyroid1,N2,26226,curriculum,0.7643914329819324,0.2750007310357165,0.2740914207072094,0.0005430244893383,0.0009574917407442,0.000909310328507,0.0009093103285071069,0.0009093103285071069
NewThyroid1,N2,26226,static,0.7748390720383163,0.2750007310357165,0.2774093052702779,0.0005430244893383,0.0011992859605998,0.0024085742345614,0.0024085742345614225,0.0024085742345614225
NewThyroid1,N2,26226,self_paced,0.8236105666161919,0.2750007310357165,0.2727989430578026,0.0005430244893383,0.0129482201512872,0.0022017879779138,0.0022017879779138716,0.0022017879779138716
NewThyroid1,LSC,670488,curriculum,0.8633738653743585,0.2716527388135751,0.2804882804025663,0.0,0.0010814143913216,0.0088355415889911,0.008835541588991191,0.008835541588991191
NewThyroid1,LSC,670488,static,0.8552105581375997,0.2716527388135751,0.27757350818073,0.0,0.0004795296979927,0.0059207693671549,0.00592076936715491,0.00592076936715491
NewThyroid1,LSC,670488,self_paced,0.8019894350920985,0.2716527388135751,0.27990955820065,0.0,0.010135296414905,0.0082568193870748,0.008256819387074898,0.008256819387074898
NewThyroid1,LSC,116740,curriculum,0.8485253650301469,0.2649218618323297,0.2669397601180209,0.0002491567234624,0.0025277308014268,0.0020178982856912,0.002017898285691211,0.002017898285691211
NewThyroid1,LSC,116740,static,0.8361019664319365,0.2649218618323297,0.2707923658638361,0.0002491567234624,0.0006923892728271,0.0058705040315063,0.005870504031506407,0.005870504031506407
NewThyroid1,LSC,116740,self_paced,0.783677511327354,0.2649218618323297,0.2755145875657493,0.0002491567234624,0.0127171755803809,0.0105927257334195,0.010592725733419628,0.010592725733419628
Hypothyroid,F2,670488,curriculum,0.7727749985463723,0.3367563883917057,0.346043785146427,8.640255986253359e-05,0.0023142023572438,0.0092873967547212,0.009287396754721289,0.009287396754721289
NewThyroid1,LSC,26226,curriculum,0.7625107529148555,0.2750007310357165,0.2754762304938149,0.0005430244893383,0.0005824798908327,0.0004754994580984,0.0004754994580984384,0.0004754994580984384
NewThyroid1,LSC,26226,static,0.8092892877244754,0.2750007310357165,0.284142411204992,0.0005430244893383,0.005668986000887,0.0091416801692755,0.009141680169275523,0.009141680169275523
NewThyroid1,LSC,26226,self_paced,0.8096804906330348,0.2750007310357165,0.2790858253734665,0.0005430244893383,0.0089327317082434,0.00408509433775,0.004085094337750006,0.004085094337750006
NewThyroid1,LSR,670488,curriculum,0.8598225772125438,0.2716527388135751,0.2778345417601429,0.0,0.0026302407662292,0.0061818029465677,0.006181802946567783,0.006181802946567783
NewThyroid1,LSR,670488,static,0.8672863022421055,0.2716527388135751,0.2767892055294532,0.0,0.0012561482485382,0.005136466715878,0.005136466715878085,0.005136466715878085
NewThyroid1,LSR,670488,self_paced,0.8652010865312133,0.2716527388135751,0.2713613465891851,0.0,0.0030293701060037,0.00029139222439,0.000291392224390008,0.000291392224390008
NewThyroid1,LSR,116740,curriculum,0.8404245035929111,0.2649218618323297,0.2679089567100275,0.0002491567234624,0.0016610850268107,0.0029870948776977,0.0029870948776978268,0.0029870948776978268
NewThyroid1,LSR,116740,static,0.8366311385772306,0.2649218618323297,0.2685862639419862,0.0002491567234624,0.0005843515894507,0.0036644021096565,0.003664402109656517,0.003664402109656517
NewThyroid1,LSR,116740,self_paced,0.7193293725044962,0.2649218618323297,0.2743122237562993,0.0002491567234624,0.0072249029758891,0.0093903619239695,0.009390361923969637,0.009390361923969637
NewThyroid1,LSR,26226,curriculum,0.8017599126189701,0.2750007310357165,0.285222033091368,0.0005430244893383,0.0018070256144693,0.0102213020556515,0.010221302055651527,0.010221302055651527
NewThyroid1,LSR,26226,static,0.7645769104091763,0.2750007310357165,0.2721781138410474,0.0005430244893383,0.0017607103338845,0.002822617194669,0.002822617194669086,0.002822617194669086
NewThyroid1,LSR,26226,self_paced,0.7678681317391699,0.2750007310357165,0.2658293081010908,0.0005430244893383,0.0058491354954323,0.0091714229346256,0.009171422934625695,0.009171422934625695
NewThyroid1,Harmfulness,670488,curriculum,0.7242852305379128,0.2716527388135751,0.3055660213978836,0.0,0.0046750042256233,0.0339132825843084,0.03391328258430848,0.03391328258430848
NewThyroid1,Harmfulness,670488,static,0.8527697255854481,0.2716527388135751,0.2934920385350165,0.0,0.0005292453179766,0.0218392997214413,0.021839299721441385,0.021839299721441385
NewThyroid1,Harmfulness,670488,self_paced,0.7722782856983286,0.2716527388135751,0.2897254816012269,0.0,0.0049894842320632,0.0180727427876518,0.018072742787651808,0.018072742787651808
NewThyroid1,Harmfulness,116740,curriculum,0.749162356012159,0.2649218618323297,0.2978573768258225,0.0002491567234624,0.0045125758834298,0.0329355149934927,0.03293551499349279,0.03293551499349279
Hypothyroid,F2,670488,static,0.8186745515185048,0.3367563883917057,0.3128258422696092,8.640255986253359e-05,0.0001212359860072,0.0239305461220964,0.023930546122096497,0.023930546122096497
NewThyroid1,Harmfulness,116740,static,0.7326586031492055,0.2649218618323297,0.2944151660688874,0.0002491567234624,0.0023142371534612,0.0294933042365577,0.029493304236557716,0.029493304236557716
Thoracic,Baseline,670488,static,0.8645260376666474,0.4784437912427415,0.4193017413482645,0.0002279518959337,0.0006706939718485,0.059142049894477,0.05914204989447702,0.05914204989447702
NewThyroid1,Harmfulness,116740,self_paced,0.8491071083847078,0.2649218618323297,0.265335418724849,0.0002491567234624,0.0025075657359306,0.0004135568925192,0.0004135568925193178,0.0004135568925193178
Thoracic,Baseline,116740,static,0.874277303384924,0.4774288642191728,0.4110646994058067,0.0002054730622821,0.0036442352029371,0.0663641648133661,0.0663641648133661,0.0663641648133661
NewThyroid1,Harmfulness,26226,curriculum,0.7690474178371312,0.2750007310357165,0.3024393352098152,0.0005430244893383,0.0051280689219291,0.0274386041740987,0.027438604174098713,0.027438604174098713
NewThyroid1,Harmfulness,26226,static,0.8091879417325077,0.2750007310357165,0.2906480191554506,0.0005430244893383,0.0017126823730904,0.0156472881197341,0.015647288119734093,0.015647288119734093
Thoracic,Baseline,26226,static,0.8626117355349051,0.4786667857336502,0.4152863068486609,0.000346644312824,0.0029958126911671,0.0633804788849892,0.06338047888498927,0.06338047888498927
NewThyroid1,Harmfulness,26226,self_paced,0.7823498362671085,0.2750007310357165,0.2768733242170028,0.0005430244893383,0.0034269272921758,0.0018725931812862,0.0018725931812862973,0.0018725931812862973
NewThyroid1,F1,670488,curriculum,0.7785843333584169,0.2716527388135751,0.2845860550910338,0.0,0.0042765394965398,0.0129333162774586,0.012933316277458695,0.012933316277458695
NewThyroid1,F1,670488,static,0.8603486948592785,0.2716527388135751,0.2723042854763109,0.0,0.000763749276395,0.0006515466627357,0.0006515466627358135,0.0006515466627358135
NewThyroid1,F1,670488,self_paced,0.8874517477298575,0.2716527388135751,0.2753893973752339,0.0,0.0008843614939228,0.0037366585616587,0.003736658561658779,0.003736658561658779
NewThyroid1,F1,116740,curriculum,0.838440991439569,0.2649218618323297,0.270109440060777,0.0002491567234624,0.0014368837561601,0.0051875782284472,0.005187578228447287,0.005187578228447287
NewThyroid1,F1,116740,static,0.8413922249894181,0.2649218618323297,0.2704102668090676,0.0002491567234624,0.000952699899633,0.0054884049767378,0.005488404976737915,0.005488404976737915
NewThyroid1,F1,116740,self_paced,0.7625428019318037,0.2649218618323297,0.269657298437492,0.0002491567234624,0.0063759309482406,0.0047354366051622,0.004735436605162291,0.004735436605162291
NewThyroid1,F1,26226,curriculum,0.8053934365314332,0.2750007310357165,0.2824072361884776,0.0005430244893383,0.0028053364482557,0.0074065051527611,0.007406505152761089,0.007406505152761089
NewThyroid1,F1,26226,static,0.8232910061835151,0.2750007310357165,0.2762970829657077,0.0005430244893383,0.002520159003433,0.0012963519299912,0.001296351929991224,0.001296351929991224
NewThyroid1,F1,26226,self_paced,0.7656703934673984,0.2750007310357165,0.2734920732352869,0.0005430244893383,0.0014252588285118,0.0015086578004295,0.0015086578004295803,0.0015086578004295803
NewThyroid1,F2,670488,curriculum,0.8633115336589386,0.2716527388135751,0.2709843731773289,0.0,0.0007939330483225,0.0006683656362462,0.0006683656362462265,0.0006683656362462265
Hypothyroid,F2,670488,self_paced,0.7845962493571638,0.3367563883917057,0.3223012358015277,8.640255986253359e-05,0.000452010927407,0.0144551525901779,0.014455152590177989,0.014455152590177989
NewThyroid1,F2,670488,static,0.8798937972993042,0.2716527388135751,0.2778760660851487,0.0,0.0013641475788863,0.0062233272715735,0.006223327271573598,0.006223327271573598
NewThyroid1,F2,670488,self_paced,0.7839161005746981,0.2716527388135751,0.2772669217273261,0.0,0.0070904919835479,0.0056141829137509,0.005614182913750987,0.005614182913750987
NewThyroid1,F2,116740,curriculum,0.8389674554605512,0.2649218618323297,0.2634365680821392,0.0002491567234624,0.0005827407193736,0.0014852937501905,0.001485293750190464,0.001485293750190464
NewThyroid1,F2,116740,static,0.8459080395938446,0.2649218618323297,0.2637837684175265,0.0002491567234624,0.0018576267298194,0.0011380934148031,0.0011380934148031985,0.0011380934148031985
NewThyroid1,F2,116740,self_paced,0.8533724755531619,0.2649218618323297,0.2657817542538281,0.0002491567234624,0.0041680608726639,0.0008598924214984,0.0008598924214984205,0.0008598924214984205
NewThyroid1,F2,26226,curriculum,0.757991265568262,0.2750007310357165,0.2657908096591662,0.0005430244893383,0.0004078857024664,0.0092099213765503,0.0092099213765503,0.0092099213765503
NewThyroid1,F2,26226,static,0.7644843841016218,0.2750007310357165,0.2753116276016465,0.0005430244893383,0.0008013045900202,0.00031089656593,0.00031089656593003,0.00031089656593003
NewThyroid1,F2,26226,self_paced,0.7706910934336023,0.2750007310357165,0.2675410875713583,0.0005430244893383,0.0031225568506165,0.0074596434643581,0.007459643464358179,0.007459643464358179
NewThyroid1,F3,670488,curriculum,0.8606819978827063,0.2716527388135751,0.2752552619589088,0.0,0.0008904905511195,0.0036025231453337,0.0036025231453337137,0.0036025231453337137
NewThyroid1,F3,670488,static,0.8605338115019353,0.2716527388135751,0.2692546600231257,0.0,0.0006796271375542,0.0023980787904494,0.0023980787904493983,0.0023980787904493983
NewThyroid1,F3,670488,self_paced,0.8403786147984696,0.2716527388135751,0.2602115009371357,0.0,0.0027435412371862,0.0114412378764394,0.011441237876439414,0.011441237876439414
NewThyroid1,F3,116740,curriculum,0.8478346860606572,0.2649218618323297,0.2650900141996707,0.0002491567234624,0.0036919196694623,0.000168152367341,0.00016815236734102346,0.00016815236734102346
NewThyroid1,F3,116740,static,0.8421007885576318,0.2649218618323297,0.2687981900564546,0.0002491567234624,0.0007733070308501,0.0038763282241248,0.0038763282241249253,0.0038763282241249253
NewThyroid1,F3,116740,self_paced,0.7457773895219559,0.2649218618323297,0.2833848289036274,0.0002491567234624,0.0116560262637439,0.0184629670712976,0.018462967071297687,0.018462967071297687
NewThyroid1,F3,26226,curriculum,0.7688789858018569,0.2750007310357165,0.2696065648080935,0.0005430244893383,0.0010291453878204,0.005394166227623,0.00539416622762301,0.00539416622762301
Hypothyroid,F2,116740,curriculum,0.7822303500665231,0.3954090326277897,0.3410960474379793,4.9205967656114654e-05,0.0007521684079786,0.0543129851898103,0.054312985189810425,0.054312985189810425
NewThyroid1,F3,26226,static,0.8006178801439188,0.2750007310357165,0.2818986366337783,0.0005430244893383,0.0047549848305034,0.0068979055980618,0.006897905598061804,0.006897905598061804
NewThyroid1,F3,26226,self_paced,0.770679071022557,0.2750007310357165,0.2894775727920217,0.0005430244893383,0.007631653834336,0.0144768417563052,0.014476841756305203,0.014476841756305203
NewThyroid1,F4,670488,curriculum,0.7387195641207821,0.2716527388135751,0.2806027887949111,0.0,0.0021267678777903,0.0089500499813359,0.008950049981335972,0.008950049981335972
NewThyroid1,F4,670488,static,0.8740763395553308,0.2716527388135751,0.274797695162793,0.0,0.0030063173085268,0.0031449563492179,0.003144956349217909,0.003144956349217909
NewThyroid1,F4,670488,self_paced,0.7173041400250273,0.2716527388135751,0.3007755061059386,0.0,0.0082589851335488,0.0291227672923634,0.029122767292363516,0.029122767292363516
NewThyroid1,F4,116740,curriculum,0.8375911971774712,0.2649218618323297,0.260413312176717,0.0002491567234624,0.0018751862118047,0.0045085496556127,0.004508549655612704,0.004508549655612704
Thoracic,kDN,670488,curriculum,0.8673193969452929,0.4784437912427415,0.3984313141473752,0.0002279518959337,0.0020038162089551,0.0800124770953662,0.0800124770953663,0.0800124770953663
NewThyroid1,F4,116740,static,0.8463091791496933,0.2649218618323297,0.2633377602509439,0.0002491567234624,0.0025974332818514,0.0015841015813858,0.0015841015813857773,0.0015841015813857773
NewThyroid1,F4,116740,self_paced,0.8476434567214842,0.2649218618323297,0.2705282338020309,0.0002491567234624,0.0029085333632854,0.0056063719697011,0.005606371969701207,0.005606371969701207
Thoracic,kDN,670488,static,0.8740688172467198,0.4784437912427415,0.3886839191277199,0.0002279518959337,0.0024555858793983,0.0897598721150216,0.08975987211502162,0.08975987211502162
NewThyroid1,F4,26226,curriculum,0.8024499367629109,0.2750007310357165,0.2846712149991899,0.0005430244893383,0.0028442228829453,0.0096704839634734,0.00967048396347342,0.00967048396347342
NewThyroid1,F4,26226,static,0.7881757131784646,0.2750007310357165,0.2735527510373934,0.0005430244893383,0.0049218106127085,0.001447979998323,0.001447979998323079,0.001447979998323079
Thoracic,kDN,670488,self_paced,0.8474745887851743,0.4784437912427415,0.3929482970529093,0.0002279518959337,0.0015829689982636,0.0854954941898322,0.08549549418983221,0.08549549418983221
NewThyroid1,F4,26226,self_paced,0.776281829593269,0.2750007310357165,0.2717565902816101,0.0005430244893383,0.0018024232007082,0.0032441407541063,0.003244140754106395,0.003244140754106395
Thoracic,kDN,116740,curriculum,0.8742770727458468,0.4774288642191728,0.3931195706285018,0.0002054730622821,0.00116274039636,0.084309293590671,0.08430929359067102,0.08430929359067102
Thoracic,kDN,116740,static,0.8712941677264684,0.4774288642191728,0.3934329100740699,0.0002054730622821,0.0011707675067305,0.0839959541451029,0.08399595414510291,0.08399595414510291
Thoracic,kDN,116740,self_paced,0.8656247470480757,0.4774288642191728,0.3869468648533756,0.0002054730622821,0.003718078158261,0.0904819993657972,0.0904819993657972,0.0904819993657972
Hypothyroid,F2,116740,static,0.7992924788521057,0.3954090326277897,0.3121751672253763,4.9205967656114654e-05,0.0006933435454343,0.0832338654024133,0.0832338654024134,0.0832338654024134
Thoracic,kDN,26226,curriculum,0.867560541061955,0.4786667857336502,0.3945446539914944,0.000346644312824,0.0009380700953414,0.0841221317421557,0.08412213174215577,0.08412213174215577
Thoracic,kDN,26226,static,0.8699894855395178,0.4786667857336502,0.3900943899323677,0.000346644312824,0.000350517158014,0.0885723958012824,0.08857239580128246,0.08857239580128246
Thoracic,kDN,26226,self_paced,0.8818126191082775,0.4786667857336502,0.3842964863135424,0.000346644312824,0.002505702325651,0.0943702994201077,0.09437029942010777,0.09437029942010777
Thoracic,DS,670488,curriculum,0.8604044425739082,0.4784437912427415,0.4057153617750037,0.0002279518959337,0.0015620915131655,0.0727284294677377,0.07272842946773778,0.07272842946773778
